,edad 0 a 4,edad 5 a 14,edad 15 a 44,edad 45 a 64,edad 65 a 84,edad 85 a 99,edad 100 o mas,Total fallecidos
Número fallecidos,71,70,2806,10423,18315,4510,48,36243
